session_id,user_id,timestamp,ip_address,mouse_movements,keyboard_inputs,time_on_page,js_enabled,is_bot
2667,29,09-07-2024 17.28,189.205.78.175,30,73,43,1,0
2668,46,04-02-2024 22.09,50.45.1.80,24,7,153,1,0
2669,16,07-02-2024 7.51,175.80.17.164,14,50,162,1,1
2670,21,09-07-2024 8.13,35.127.204.167,80,44,12,1,0
2671,25,04-05-2024 6.24,105.235.92.132,17,97,180,1,1
2672,37,23-05-2024 6.04,219.254.184.123,52,71,13,1,0
2673,1,11-05-2024 6.32,159.183.2.46,29,10,78,1,1
2674,18,10-08-2024 10.48,197.87.152.206,38,7,150,1,1
2675,44,14-02-2024 1.29,203.191.113.33,87,51,162,1,1
2676,41,03-08-2024 0.12,107.175.220.52,56,27,42,1,1
2677,17,22-05-2024 5.20,154.168.59.189,38,37,92,1,1
2678,21,24-04-2024 1.42,83.193.240.30,25,35,11,1,0
2679,27,28-03-2024 8.17,55.31.252.87,71,5,88,1,0
2680,28,13-01-2024 9.17,137.83.211.172,94,13,121,1,0
2681,4,10-01-2024 21.29,113.48.13.2,80,11,149,1,1
2682,7,09-07-2024 9.26,60.42.208.130,98,11,83,1,0
2683,48,25-07-2024 16.29,65.125.170.4,81,20,114,1,0
2684,15,27-04-2024 11.26,58.21.10.125,56,88,150,1,0
2685,36,28-06-2024 5.16,125.75.124.189,92,64,136,1,0
2686,14,26-01-2024 17.01,168.136.155.107,96,81,77,1,0
2687,48,05-05-2024 19.13,206.197.82.194,47,96,92,1,1
2688,23,19-05-2024 2.49,63.126.124.96,2,14,71,1,0
2689,19,14-07-2024 12.21,84.241.144.75,85,14,142,1,0
2690,4,21-05-2024 16.21,9.99.226.171,14,60,10,1,1
2691,45,14-02-2024 16.43,197.240.147.65,3,17,156,1,1
2692,39,02-04-2024 2.06,139.146.226.203,88,75,105,1,0
2693,42,28-05-2024 4.53,104.249.39.1,37,49,54,1,1
2694,44,10-05-2024 11.41,218.245.87.109,6,72,126,1,1
2695,11,22-08-2024 23.12,3.46.234.62,74,4,147,1,1
2696,35,02-03-2024 17.57,22.35.210.98,23,49,126,1,1
2697,11,21-02-2024 4.36,79.193.252.222,99,80,59,1,0
2698,28,06-07-2024 20.47,190.52.199.122,74,57,107,1,1
2699,9,08-08-2024 8.52,137.244.198.243,69,51,100,1,1
2700,42,22-03-2024 22.39,183.187.239.86,21,37,77,1,1
2701,3,27-01-2024 19.19,160.124.126.47,6,15,147,1,0
2702,23,14-03-2024 5.15,95.211.163.165,42,74,142,1,1
2703,12,24-06-2024 6.20,152.145.188.126,16,36,173,1,0
2704,19,30-03-2024 3.03,177.11.110.174,55,14,84,1,0
2705,6,22-01-2024 20.40,130.111.231.70,68,24,164,1,0
2706,6,23-06-2024 18.50,120.105.231.145,98,54,147,1,1
2707,38,01-01-2024 10.07,85.93.105.179,8,62,61,1,1
2708,37,30-03-2024 4.56,70.49.239.247,34,66,155,1,1
2709,43,30-03-2024 17.13,212.208.41.58,60,10,114,1,1
2710,40,10-08-2024 19.14,79.1.158.131,65,37,50,1,1
2711,10,14-05-2024 12.31,181.7.163.104,26,69,132,1,0
2712,8,29-02-2024 2.55,104.147.78.70,80,27,15,1,1
2713,18,29-07-2024 8.22,67.204.243.73,67,78,152,1,1
2714,11,22-06-2024 4.12,142.168.48.214,44,78,84,1,0
2715,39,28-02-2024 10.28,85.102.241.113,8,73,21,1,0
2716,1,18-08-2024 7.11,172.11.131.79,43,10,19,1,0
2717,9,11-07-2024 0.23,189.105.27.242,100,44,98,1,1
2718,47,08-06-2024 19.06,3.189.217.155,77,19,194,1,0
2719,44,08-04-2024 10.44,147.67.53.146,13,47,156,1,1
2720,48,09-08-2024 23.49,184.183.247.85,51,69,191,1,0
2721,31,21-07-2024 19.14,142.222.240.194,43,16,198,1,0
2722,18,18-03-2024 0.04,214.237.40.216,44,54,172,1,1
2723,3,08-02-2024 8.43,146.102.204.177,43,18,92,1,1
2724,13,16-04-2024 1.19,107.220.237.190,96,22,178,1,1
2725,6,06-02-2024 7.10,182.154.16.91,16,63,165,1,0
2726,7,11-02-2024 5.00,93.159.168.51,85,80,193,1,0
2727,37,11-01-2024 21.38,113.205.128.161,82,85,192,1,0
2728,9,25-06-2024 14.15,48.0.20.1,3,60,54,1,1
2729,17,21-01-2024 1.01,55.236.226.143,14,74,179,1,1
2730,30,24-02-2024 7.01,87.213.152.141,77,87,106,1,1
2731,37,10-05-2024 0.53,195.75.34.75,88,53,86,1,0
2732,20,03-03-2024 10.54,181.132.253.6,33,95,137,1,1
2733,38,24-08-2024 22.54,95.206.29.178,50,99,185,1,1
2734,18,06-03-2024 5.30,131.104.198.32,31,70,31,1,0
2735,45,26-06-2024 2.52,3.64.205.38,82,85,155,1,0
2736,36,12-03-2024 11.29,74.38.35.137,74,100,165,1,0
2737,20,30-01-2024 4.45,139.65.108.188,92,97,180,1,0
2738,41,22-05-2024 22.14,26.146.251.78,96,71,114,1,1
2739,23,05-07-2024 10.03,138.110.79.94,5,96,186,1,0
2740,29,10-03-2024 2.42,206.155.231.180,78,84,132,1,1
2741,10,04-04-2024 12.52,3.202.65.160,53,16,141,1,0
2742,39,24-01-2024 22.56,15.46.238.44,52,71,69,1,1
2743,39,07-03-2024 13.03,53.247.39.222,85,47,117,1,1
2744,7,21-01-2024 14.29,114.247.46.41,58,25,193,1,1
2745,17,12-08-2024 7.35,16.103.92.227,5,62,43,1,0
2746,34,03-04-2024 15.52,223.101.50.77,82,33,60,1,1
2747,24,22-01-2024 9.53,161.35.164.85,25,13,172,1,1
2748,47,10-08-2024 5.42,77.228.188.128,65,16,34,1,1
2749,45,07-02-2024 4.41,73.37.102.85,82,87,155,1,1
2750,1,08-03-2024 2.04,8.72.179.241,11,12,168,1,1
2751,30,02-01-2024 23.58,217.168.65.8,100,92,114,1,1
2752,10,20-04-2024 8.13,78.119.232.226,33,19,35,1,0
2753,30,03-04-2024 11.04,64.234.77.34,57,19,73,1,0
2754,8,13-02-2024 14.04,129.67.39.192,57,79,83,1,1
2755,15,16-01-2024 9.01,175.30.173.30,65,83,119,1,0
2756,20,21-01-2024 1.25,180.134.59.225,77,28,80,1,0
2757,9,25-03-2024 23.58,78.159.240.111,70,93,121,1,1
2758,25,21-08-2024 8.18,77.247.190.169,16,52,21,1,0
2759,33,07-07-2024 12.40,93.153.156.108,41,12,74,1,1
2760,22,10-02-2024 21.13,176.129.89.231,58,69,16,1,1
2761,30,22-08-2024 10.32,152.230.34.73,76,100,199,1,0
2762,9,03-07-2024 6.20,106.164.175.177,68,35,22,1,1
2763,44,30-01-2024 7.06,78.190.179.92,40,8,186,1,1
2764,13,03-08-2024 22.39,209.168.154.149,7,80,177,1,0
2765,44,27-03-2024 16.37,91.29.145.210,43,35,49,1,1
2766,27,22-06-2024 7.13,75.195.143.52,40,33,14,1,0
2767,10,21-06-2024 19.41,41.219.42.112,15,50,82,1,1
2768,22,16-06-2024 7.51,99.126.229.220,62,50,109,1,1
2769,17,15-06-2024 0.18,114.88.124.55,33,58,111,1,1
2770,44,03-02-2024 20.13,207.253.78.106,22,48,137,1,1
2771,34,22-01-2024 1.44,208.13.52.44,61,45,38,1,0
2772,21,20-03-2024 16.46,18.170.243.29,82,67,185,1,1
2773,21,16-05-2024 0.03,88.255.55.218,89,42,84,1,0
2774,31,02-07-2024 4.46,57.14.231.122,54,71,30,1,0
2775,21,22-03-2024 12.38,10.75.197.226,63,31,107,1,1
2776,19,27-08-2024 16.16,192.161.126.199,33,13,28,1,0
2777,11,17-01-2024 6.40,136.96.181.194,65,15,65,1,0
2778,34,12-01-2024 17.32,221.1.226.147,37,54,33,1,0
2779,10,10-02-2024 4.14,125.160.240.65,21,64,62,1,0
2780,38,17-02-2024 4.58,203.20.162.87,13,91,179,1,0
2781,32,10-06-2024 19.05,108.62.153.217,85,66,51,1,0
2782,50,06-05-2024 17.03,34.203.183.35,44,44,84,1,0
2783,34,25-06-2024 20.56,21.162.182.10,52,35,171,1,0
2784,28,26-01-2024 19.17,11.30.69.3,26,42,31,1,1
2785,25,08-02-2024 7.44,45.97.209.136,77,59,140,1,0
2786,50,10-05-2024 1.59,81.206.198.35,30,94,68,1,0
2787,1,24-02-2024 15.12,4.174.46.213,49,78,45,1,1
2788,40,29-05-2024 21.55,22.75.227.58,39,21,184,1,0
2789,9,13-04-2024 20.34,182.190.142.142,19,50,28,1,0
2790,21,05-08-2024 17.38,149.36.31.136,90,74,84,1,0
2791,44,28-02-2024 21.04,68.218.22.54,7,9,28,1,0
2792,1,26-01-2024 15.51,75.222.211.174,52,75,183,1,0
2793,5,05-02-2024 5.07,192.98.119.53,21,18,99,1,1
2794,42,19-06-2024 3.04,39.216.164.168,53,21,170,1,0
2795,32,23-08-2024 9.10,217.104.111.203,10,50,161,1,0
2796,17,17-05-2024 9.05,150.208.10.40,87,12,152,1,1
2797,13,14-02-2024 9.13,45.116.225.215,11,27,107,1,1
2798,21,03-06-2024 17.57,215.116.11.20,59,11,137,1,1
2799,45,22-07-2024 16.34,184.42.161.116,75,82,97,1,1
2800,46,08-06-2024 17.14,110.145.212.2,97,81,92,1,1
2801,35,31-01-2024 16.41,78.241.84.93,69,51,78,1,0
2802,7,31-01-2024 19.03,25.27.158.104,28,84,75,1,0
2803,16,01-07-2024 7.57,199.40.189.145,26,65,180,1,1
2804,14,29-06-2024 21.57,18.156.127.163,34,30,189,1,0
2805,49,26-01-2024 13.17,210.210.103.209,52,49,80,1,1
2806,43,14-01-2024 21.48,93.156.190.250,39,92,176,1,0
2807,7,16-05-2024 19.47,219.25.0.124,96,22,16,1,1
2808,3,29-01-2024 15.33,80.159.244.214,32,24,127,1,1
2809,21,06-08-2024 8.30,91.209.214.18,97,82,93,1,0
2810,1,14-06-2024 4.26,191.24.51.242,27,21,157,1,1
2811,29,04-06-2024 1.37,99.53.208.157,88,99,193,1,1
2812,46,19-03-2024 13.08,158.158.156.223,25,71,98,1,1
2813,3,24-08-2024 17.22,104.67.164.41,34,2,36,1,0
2814,50,16-04-2024 14.56,14.84.76.88,40,24,24,1,0
2815,3,27-03-2024 23.54,41.250.226.8,83,87,119,1,1
2816,12,08-07-2024 11.30,41.103.236.208,96,37,91,1,1
2817,24,11-03-2024 7.42,132.99.157.206,27,83,179,1,1
2818,20,17-02-2024 15.47,139.107.166.171,46,90,65,1,1
2819,31,13-01-2024 14.40,82.37.189.178,6,57,149,1,1
2820,27,05-01-2024 2.02,40.205.130.13,92,28,36,1,1
2821,17,07-08-2024 7.42,55.223.111.169,27,97,148,1,0
2822,28,20-04-2024 15.26,68.184.149.88,54,18,153,1,1
2823,18,29-08-2024 5.35,129.233.193.233,67,63,117,1,1
2824,5,15-05-2024 2.38,141.154.73.117,61,71,154,1,1
2825,44,24-02-2024 9.45,56.157.31.22,28,76,60,1,1
2826,31,14-08-2024 5.56,123.30.26.43,8,68,161,1,1
2827,26,28-08-2024 18.10,93.70.16.60,9,86,190,1,0
2828,23,24-02-2024 11.57,222.36.18.178,40,68,155,1,1
2829,35,24-08-2024 20.57,84.215.121.223,11,11,139,1,1
2830,14,12-03-2024 6.40,149.64.193.207,24,87,55,1,1
2831,7,06-02-2024 6.40,129.191.208.17,51,98,119,1,1
2832,17,27-01-2024 7.51,61.48.56.26,17,41,68,1,0
2833,38,20-01-2024 1.04,203.255.183.208,58,73,68,1,1
2834,6,23-02-2024 4.07,162.233.193.145,88,34,44,1,1
2835,33,21-04-2024 4.29,107.230.39.99,71,29,130,1,0
2836,34,14-06-2024 6.36,23.102.196.77,56,22,93,1,0
2837,35,28-02-2024 9.04,37.28.147.214,1,58,110,1,0
2838,32,25-01-2024 23.05,201.71.132.70,32,40,189,1,1
2839,22,28-03-2024 23.48,65.42.1.85,66,23,101,1,0
2840,9,03-07-2024 4.08,131.118.123.153,20,86,180,1,1
2841,18,28-04-2024 21.30,114.22.10.87,72,11,12,1,1
2842,45,13-01-2024 9.04,98.43.234.219,7,6,144,1,0
2843,12,01-06-2024 12.20,157.158.136.165,27,88,91,1,0
2844,22,28-03-2024 15.57,44.3.95.124,18,46,118,1,1
2845,47,03-05-2024 20.24,223.152.121.255,36,57,82,1,0
2846,31,03-04-2024 3.56,139.157.54.48,64,99,111,1,1
2847,25,06-02-2024 9.54,25.175.221.189,54,58,191,1,0
2848,38,29-07-2024 18.03,206.207.228.45,44,44,109,1,1
2849,39,18-05-2024 10.26,211.138.72.199,87,68,139,1,0
2850,27,22-08-2024 21.22,52.22.110.243,60,92,31,1,1
2851,5,16-02-2024 5.48,76.20.76.87,10,87,187,1,0
2852,48,19-05-2024 23.56,167.208.122.72,73,28,125,1,0
2853,24,10-07-2024 22.59,74.186.180.138,66,64,103,1,0
2854,25,15-07-2024 19.30,113.76.197.141,66,41,135,1,1
2855,11,25-07-2024 0.40,218.187.85.215,98,50,170,1,0
2856,30,31-01-2024 23.23,8.37.193.131,5,70,200,1,0
2857,37,03-01-2024 4.33,29.204.30.166,48,97,151,1,1
2858,46,30-03-2024 15.48,162.211.48.223,84,89,134,1,1
2859,35,24-04-2024 23.30,42.147.59.143,50,12,90,1,0
2860,10,30-04-2024 10.21,98.33.87.1,77,91,76,1,0
2861,50,22-08-2024 19.10,135.202.33.3,38,100,181,1,1
2862,16,19-06-2024 20.47,184.160.114.52,83,96,68,1,0
2863,18,27-07-2024 9.53,111.106.82.96,65,65,14,1,0
2864,9,27-04-2024 14.35,23.89.77.252,15,41,158,1,0
2865,22,20-08-2024 4.10,66.57.190.89,43,68,64,1,0
2866,33,10-01-2024 17.26,130.89.107.113,54,96,59,1,1
2867,49,17-06-2024 22.26,125.5.194.66,32,44,92,1,1
2868,2,05-03-2024 10.14,201.88.164.229,65,16,66,1,1
2869,5,27-02-2024 21.07,166.69.242.181,10,4,62,1,1
2870,12,03-04-2024 0.02,202.13.183.191,67,87,159,1,0
2871,47,15-07-2024 18.59,31.125.133.13,88,48,45,1,1
2872,21,06-07-2024 12.16,81.253.154.172,30,75,138,1,1
2873,37,04-02-2024 5.19,41.137.169.43,26,84,165,1,1
2874,5,07-03-2024 23.49,66.168.213.67,44,98,121,1,0
2875,32,08-03-2024 2.54,213.37.0.244,85,87,73,1,0
2876,17,01-07-2024 18.06,210.149.80.133,3,75,33,1,0
2877,43,20-06-2024 20.38,87.167.105.131,46,60,106,1,0
2878,9,26-07-2024 20.18,143.149.142.28,33,33,19,1,0
2879,25,20-01-2024 13.20,124.143.134.201,39,7,47,1,0
2880,12,19-07-2024 10.43,128.183.168.228,56,39,168,1,1
2881,28,01-04-2024 9.40,89.253.252.3,95,67,45,1,0
2882,10,27-07-2024 10.24,124.214.33.12,78,8,197,1,0
2883,43,05-04-2024 13.13,179.6.250.115,29,15,165,1,1
2884,24,19-07-2024 2.42,136.208.223.246,21,15,199,1,0
2885,1,27-03-2024 10.46,169.253.247.164,52,55,190,1,0
2886,37,22-03-2024 8.21,111.239.23.83,46,35,23,1,1
2887,45,10-08-2024 3.39,166.133.236.224,22,20,42,1,0
2888,24,02-07-2024 12.32,31.91.92.241,89,96,174,1,1
2889,34,24-07-2024 11.39,26.0.254.53,20,100,157,1,0
2890,36,06-03-2024 14.24,171.78.158.237,37,34,115,1,1
2891,17,25-07-2024 13.54,192.141.126.156,6,76,141,1,0
2892,37,09-01-2024 5.51,65.136.124.231,91,61,163,1,1
2893,18,30-07-2024 11.18,122.153.62.83,86,57,51,1,1
2894,43,19-07-2024 6.47,22.63.127.93,34,3,89,1,0
2895,21,17-03-2024 5.16,195.85.232.22,63,100,40,1,1
2896,5,16-02-2024 1.37,55.143.10.187,54,72,54,1,0
2897,38,16-04-2024 6.22,62.145.2.163,17,93,173,1,1
2898,29,21-06-2024 22.01,149.177.186.166,48,37,52,1,1
2899,11,15-05-2024 8.59,144.141.252.171,97,55,55,1,1
2900,17,31-05-2024 14.39,184.150.176.211,57,17,78,1,0
2901,9,23-02-2024 3.11,112.245.9.221,44,66,134,1,1
2902,32,06-04-2024 6.11,56.207.150.212,48,33,177,1,1
2903,39,23-02-2024 0.08,102.161.175.224,100,71,15,1,0
2904,2,04-07-2024 6.41,121.17.94.179,43,94,197,1,0
2905,7,22-06-2024 4.56,72.150.165.113,24,98,72,1,0
2906,7,21-05-2024 10.14,9.88.142.181,86,54,37,1,1
2907,29,11-01-2024 18.07,90.19.118.59,11,44,116,1,1
2908,25,01-01-2024 22.39,25.52.234.168,10,78,92,1,0
2909,43,30-03-2024 19.23,208.101.36.41,35,59,86,1,0
2910,44,26-03-2024 7.13,164.56.181.247,80,100,189,1,0
2911,26,01-04-2024 12.26,181.238.75.37,73,3,14,1,0
2912,23,10-05-2024 15.31,86.81.223.247,81,29,192,1,1
2913,12,18-01-2024 15.45,37.209.104.81,96,59,105,1,1
2914,49,10-02-2024 8.51,189.165.50.255,40,55,94,1,0
2915,28,11-03-2024 16.44,91.11.244.203,29,78,119,1,0
2916,42,07-03-2024 6.24,70.83.73.215,97,93,187,1,0
2917,33,24-08-2024 17.44,58.71.93.215,48,60,166,1,1
2918,44,05-07-2024 5.23,188.92.132.73,78,29,79,1,1
2919,8,09-01-2024 10.08,61.62.121.12,80,60,136,1,1
2920,12,04-02-2024 20.09,202.131.187.41,58,38,142,1,1
2921,1,24-08-2024 16.55,73.96.212.134,70,95,86,1,1
2922,47,05-05-2024 12.27,171.41.141.233,23,23,61,1,1
2923,35,09-05-2024 19.59,137.36.17.93,57,42,71,1,0
2924,12,07-07-2024 22.13,40.36.73.58,59,37,155,1,0
2925,26,10-03-2024 23.12,60.173.175.187,19,46,121,1,0
2926,30,25-04-2024 13.21,59.73.216.250,88,34,140,1,1
2927,21,23-07-2024 14.56,7.191.210.30,97,94,166,1,1
2928,21,11-06-2024 6.29,98.59.64.253,37,28,105,1,0
2929,50,16-01-2024 13.25,209.73.244.248,75,68,178,1,1
2930,31,01-02-2024 3.24,92.210.126.204,38,96,72,1,1
2931,31,11-05-2024 2.42,131.55.81.105,87,5,147,1,1
2932,47,04-01-2024 12.12,180.105.199.23,64,3,138,1,1
2933,50,15-08-2024 16.16,99.36.214.215,21,94,120,1,0
2934,36,12-03-2024 5.29,169.6.179.171,30,36,130,1,1
2935,2,06-03-2024 12.10,80.52.103.1,35,36,114,1,1
2936,42,28-04-2024 3.16,112.246.204.1,14,6,30,1,1
2937,22,15-03-2024 9.57,49.166.228.129,65,84,173,1,1
2938,19,09-08-2024 7.50,150.230.180.243,8,24,193,1,1
2939,37,25-04-2024 6.02,158.172.81.204,82,15,81,1,1
2940,5,08-07-2024 20.33,168.83.191.23,46,17,13,1,0
2941,1,21-07-2024 20.41,143.236.232.16,43,18,23,1,1
2942,16,10-02-2024 19.54,10.69.212.233,9,55,12,1,1
2943,45,30-04-2024 9.40,170.189.238.113,93,47,106,1,1
2944,2,07-03-2024 7.25,209.79.211.238,95,65,81,1,1
2945,41,20-04-2024 18.05,125.207.76.85,65,65,122,1,1
2946,45,01-04-2024 6.42,167.59.14.135,96,76,23,1,1
2947,26,20-06-2024 21.44,27.229.97.227,69,14,166,1,0
2948,27,06-06-2024 4.11,18.175.77.203,96,65,161,1,0
2949,5,28-02-2024 9.57,92.243.31.53,29,67,31,1,1
2950,23,10-02-2024 7.37,65.28.34.17,28,2,134,1,1
2951,2,12-06-2024 1.04,176.91.134.36,49,95,200,1,0
2952,46,30-05-2024 3.15,217.193.90.129,37,99,36,1,0
2953,17,15-04-2024 4.35,193.34.86.14,50,68,33,1,0
2954,2,16-05-2024 6.22,35.231.136.205,50,53,83,1,1
2955,28,03-08-2024 10.43,14.10.165.2,76,25,17,1,1
2956,35,16-06-2024 10.45,70.208.88.247,44,22,191,1,0
2957,10,08-01-2024 20.00,197.250.89.153,33,8,177,1,1
2958,6,09-05-2024 22.05,4.244.61.156,38,64,29,1,0
2959,1,15-02-2024 22.52,21.36.176.115,54,30,184,1,1
2960,46,14-06-2024 14.04,178.241.244.61,37,39,147,1,1
2961,35,16-02-2024 16.41,197.163.231.231,40,9,125,1,0
2962,4,12-08-2024 5.56,114.52.215.166,28,90,37,1,1
2963,22,03-08-2024 15.36,219.223.105.11,39,16,114,1,0
2964,33,23-05-2024 10.16,136.93.88.219,75,74,63,1,0
2965,5,03-05-2024 18.26,187.25.213.27,40,77,184,1,0
2966,45,05-06-2024 18.50,144.206.72.113,46,1,53,1,1
2967,48,06-05-2024 4.18,30.121.135.123,19,58,127,1,1
2968,46,11-08-2024 20.11,134.39.3.79,30,54,156,1,1
2969,37,19-06-2024 18.28,161.121.148.104,2,73,29,1,0
2970,12,01-08-2024 5.52,221.1.253.82,92,33,92,1,1
2971,9,15-01-2024 8.45,31.79.96.70,80,85,94,1,0
2972,34,06-08-2024 8.28,56.48.205.230,80,48,48,1,0
2973,35,04-08-2024 15.48,40.249.74.117,14,2,50,1,1
2974,5,17-05-2024 13.14,6.190.34.9,57,72,78,1,0
2975,18,13-06-2024 12.56,163.39.36.196,4,32,159,1,0
2976,37,07-07-2024 16.27,186.135.147.176,95,35,75,1,1
2977,21,24-03-2024 18.18,64.93.203.77,75,70,94,1,1
2978,1,19-06-2024 18.47,101.224.199.187,71,20,21,1,0
2979,31,17-05-2024 19.13,164.160.81.140,95,71,148,1,1
2980,12,24-08-2024 17.53,103.63.30.4,41,46,16,1,1
2981,41,01-04-2024 22.05,71.238.167.66,60,32,174,1,0
2982,29,27-05-2024 21.37,23.75.85.163,18,19,173,1,1
2983,44,07-01-2024 18.03,4.231.104.103,90,9,98,1,1
2984,38,15-05-2024 22.21,110.104.132.250,70,54,71,1,1
2985,25,06-04-2024 10.57,61.255.221.4,3,13,34,1,0
2986,47,23-04-2024 16.16,217.223.134.171,77,96,167,1,1
2987,11,05-08-2024 22.53,129.64.70.138,67,83,144,1,0
2988,35,01-05-2024 14.22,212.225.183.216,17,65,56,1,0
2989,11,17-07-2024 16.23,44.90.169.255,97,82,22,1,1
2990,6,12-03-2024 18.00,33.58.132.32,78,62,104,1,0
2991,6,14-03-2024 20.56,96.47.204.198,5,37,84,1,1
2992,12,04-01-2024 20.18,157.146.128.148,57,66,13,1,0
2993,41,07-06-2024 5.53,114.79.27.171,76,44,145,1,0
2994,27,26-03-2024 23.27,128.206.47.133,42,100,134,1,1
2995,1,09-02-2024 11.03,81.22.168.122,6,49,170,1,1
2996,42,19-07-2024 7.50,118.93.252.177,58,58,41,1,0
2997,10,28-06-2024 22.27,46.64.29.117,65,36,152,1,1
2998,20,06-08-2024 0.38,210.94.159.252,73,89,160,1,0
2999,44,21-08-2024 4.16,210.52.24.193,75,42,113,1,1
3000,20,26-03-2024 23.34,118.40.218.7,95,62,155,1,0
3001,30,29-01-2024 7.16,198.247.49.130,74,68,99,1,1
3002,13,12-06-2024 3.49,101.158.73.4,37,74,185,1,0
3003,28,12-01-2024 9.55,7.75.87.202,52,57,22,1,0
3004,15,16-05-2024 4.17,137.76.199.155,75,39,100,1,0
3005,33,26-02-2024 8.42,128.81.196.67,99,27,132,1,1
3006,23,23-04-2024 0.04,213.152.30.48,22,38,88,1,1
3007,49,30-03-2024 1.03,8.152.194.141,3,57,25,1,0
3008,11,28-05-2024 10.03,62.38.223.132,99,14,162,1,0
3009,35,13-08-2024 4.59,210.39.47.6,56,70,74,1,0
3010,34,25-08-2024 8.43,189.152.77.205,21,48,10,1,0
3011,35,25-06-2024 15.02,117.191.52.205,53,93,195,1,0
3012,20,05-02-2024 22.39,118.207.183.72,9,18,191,1,1
3013,21,14-06-2024 4.24,22.134.36.255,38,99,35,1,0
3014,20,24-04-2024 7.47,16.87.114.66,67,15,164,1,0
3015,10,24-08-2024 2.48,80.56.58.52,20,12,71,1,1
3016,39,18-03-2024 8.33,40.58.210.90,76,75,179,1,1
3017,14,09-06-2024 13.49,216.99.221.116,34,13,61,1,1
3018,27,08-07-2024 5.14,88.84.135.78,99,72,124,1,1
3019,50,19-07-2024 15.35,159.176.254.20,24,15,190,1,1
3020,25,03-04-2024 23.50,137.42.189.124,45,60,111,1,0
3021,27,15-04-2024 2.24,147.64.241.126,33,19,102,1,0
3022,30,13-01-2024 0.21,50.131.150.92,7,4,92,1,0
3023,42,29-06-2024 0.57,70.228.212.23,73,93,133,1,1
3024,4,01-04-2024 19.11,124.30.179.88,21,75,23,1,1
3025,4,25-06-2024 8.06,177.231.25.159,78,33,167,1,1
3026,21,21-07-2024 18.16,5.244.173.111,73,21,171,1,1
3027,24,12-08-2024 16.09,76.122.215.127,66,20,135,1,1
3028,41,30-01-2024 10.39,143.214.18.170,53,83,163,1,0
3029,32,26-07-2024 1.17,113.107.40.250,52,84,51,1,0
3030,4,13-04-2024 14.13,125.200.120.210,44,46,189,1,1
3031,22,28-04-2024 2.17,137.60.172.127,13,63,181,1,1
3032,35,01-05-2024 13.07,130.132.63.96,61,38,89,1,0
3033,8,28-06-2024 14.27,152.138.67.2,1,3,22,1,0
3034,27,15-08-2024 20.17,117.121.146.172,58,7,110,1,0
3035,26,19-02-2024 11.16,148.130.184.193,82,99,186,1,1
3036,8,04-04-2024 20.44,220.31.218.64,38,91,182,1,1
3037,6,01-01-2024 22.37,203.233.225.85,67,63,130,1,1
3038,31,26-04-2024 9.16,115.45.191.3,46,87,90,1,0
3039,4,25-07-2024 15.28,98.199.68.182,4,15,50,1,0
3040,37,18-06-2024 19.16,61.117.122.179,77,6,84,1,1
3041,2,03-05-2024 16.57,213.48.104.219,80,4,83,1,0
3042,17,21-08-2024 3.25,142.165.50.8,29,73,194,1,1
3043,42,27-03-2024 18.49,46.208.71.108,54,3,144,1,0
3044,24,26-05-2024 2.27,36.140.63.114,58,58,56,1,0
3045,40,27-03-2024 13.22,139.161.149.78,31,21,117,1,1
3046,2,11-08-2024 6.16,144.72.78.244,29,70,148,1,0
3047,19,24-02-2024 23.33,98.217.82.48,63,76,165,1,1
3048,43,02-01-2024 9.45,165.166.154.147,7,21,29,1,1
3049,25,26-01-2024 1.21,216.181.93.93,73,50,133,1,1
3050,32,07-07-2024 22.00,17.154.119.53,89,89,70,1,1
3051,40,22-01-2024 11.55,164.67.167.214,81,32,18,1,1
3052,29,06-07-2024 20.13,128.113.219.171,36,84,135,1,1
3053,14,24-03-2024 20.27,169.57.229.3,61,78,64,1,1
3054,24,12-02-2024 20.15,93.250.120.196,10,39,192,1,1
3055,34,29-08-2024 13.20,105.115.63.221,100,13,128,1,1
3056,26,20-04-2024 7.56,134.244.175.230,29,41,93,1,0
3057,24,26-07-2024 0.03,191.106.232.116,39,13,157,1,0
3058,30,02-05-2024 23.03,160.108.153.49,44,9,56,1,0
3059,50,16-08-2024 0.06,203.101.48.238,98,82,107,1,1
3060,24,08-08-2024 4.25,159.230.105.184,9,30,111,1,0
3061,34,21-08-2024 1.44,44.52.5.71,14,61,30,1,0
3062,42,04-05-2024 23.33,14.21.48.194,57,45,51,1,1
3063,37,21-06-2024 11.59,5.53.208.51,74,96,177,1,1
3064,50,25-01-2024 1.07,198.81.192.22,37,87,124,1,0
3065,9,23-07-2024 5.06,81.243.214.86,38,19,194,1,1
3066,22,20-07-2024 1.21,124.199.85.159,61,39,19,1,1
3067,24,13-05-2024 21.29,48.105.216.133,98,12,69,1,1
3068,34,01-06-2024 13.30,77.118.185.36,71,23,197,1,1
3069,5,13-02-2024 23.08,187.167.6.246,2,91,119,1,1
3070,41,06-02-2024 9.28,158.229.238.72,68,70,11,1,0
3071,4,14-07-2024 11.13,212.253.88.108,65,30,43,1,0
3072,36,19-07-2024 6.07,26.112.67.112,88,40,119,1,1
3073,18,25-01-2024 15.25,188.31.26.52,22,73,51,1,0
3074,4,30-06-2024 8.25,53.59.9.184,94,36,108,1,1
3075,3,03-06-2024 8.34,195.84.239.209,78,19,66,1,1
3076,16,31-07-2024 17.45,184.109.223.232,11,10,185,1,1
